------------------------------------
Optical Potential Information
------------------------------------
    r [fm]   V_real [MeV]   V_imag [MeV]  SO_real [MeV]  SO_imag [MeV]  Coulomb [MeV] 1/r^2 [1/fm^2]
     6.901     0.00209266              0              0              0              0      0.0209979
     6.902     0.00209066              0              0              0              0      0.0209918
     6.903     0.00208866              0              0              0              0      0.0209857
     6.904     0.00208667              0              0              0              0      0.0209797
     6.905     0.00208468              0              0              0              0      0.0209736
     6.906     0.00208268              0              0              0              0      0.0209675
     6.907     0.00208069              0              0              0              0      0.0209614
     6.908      0.0020787              0              0              0              0      0.0209554
     6.909     0.00207672              0              0              0              0      0.0209493
      6.91     0.00207473              0              0              0              0      0.0209432
     6.911     0.00207275              0              0              0              0      0.0209372
     6.912     0.00207077              0              0              0              0      0.0209311
     6.913     0.00206879              0              0              0              0      0.0209251
     6.914     0.00206681              0              0              0              0       0.020919
     6.915     0.00206484              0              0              0              0       0.020913
     6.916     0.00206286              0              0              0              0      0.0209069
     6.917     0.00206089              0              0              0              0      0.0209009
     6.918     0.00205892              0              0              0              0      0.0208948
     6.919     0.00205695              0              0              0              0      0.0208888
      6.92     0.00205498              0              0              0              0      0.0208828
     6.921     0.00205302              0              0              0              0      0.0208767
     6.922     0.00205106              0              0              0              0      0.0208707
     6.923     0.00204909              0              0              0              0      0.0208647
     6.924     0.00204713              0              0              0              0      0.0208586
     6.925     0.00204518              0              0              0              0      0.0208526
     6.926     0.00204322              0              0              0              0      0.0208466
     6.927     0.00204127              0              0              0              0      0.0208406
     6.928     0.00203931              0              0              0              0      0.0208346
     6.929     0.00203736              0              0              0              0      0.0208285
      6.93     0.00203541              0              0              0              0      0.0208225
     6.931     0.00203347              0              0              0              0      0.0208165
     6.932     0.00203152              0              0              0              0      0.0208105
     6.933     0.00202958              0              0              0              0      0.0208045
     6.934     0.00202764              0              0              0              0      0.0207985
     6.935      0.0020257              0              0              0              0      0.0207925
     6.936     0.00202376              0              0              0              0      0.0207865
     6.937     0.00202182              0              0              0              0      0.0207805
     6.938     0.00201989              0              0              0              0      0.0207745
     6.939     0.00201795              0              0              0              0      0.0207686
      6.94     0.00201602              0              0              0              0      0.0207626
     6.941     0.00201409              0              0              0              0      0.0207566
     6.942     0.00201217              0              0              0              0      0.0207506
     6.943     0.00201024              0              0              0              0      0.0207446
     6.944     0.00200832              0              0              0              0      0.0207387
     6.945     0.00200639              0              0              0              0      0.0207327
     6.946     0.00200447              0              0              0              0      0.0207267
     6.947     0.00200255              0              0              0              0      0.0207207
     6.948     0.00200064              0              0              0              0      0.0207148
     6.949     0.00199872              0              0              0              0      0.0207088
      6.95     0.00199681              0              0              0              0      0.0207029
     6.951      0.0019949              0              0              0              0      0.0206969
     6.952     0.00199299              0              0              0              0       0.020691
     6.953     0.00199108              0              0              0              0       0.020685
     6.954     0.00198917              0              0              0              0      0.0206791
     6.955     0.00198727              0              0              0              0      0.0206731
     6.956     0.00198536              0              0              0              0      0.0206672
     6.957     0.00198346              0              0              0              0      0.0206612
     6.958     0.00198156              0              0              0              0      0.0206553
     6.959     0.00197966              0              0              0              0      0.0206493
      6.96     0.00197777              0              0              0              0      0.0206434
     6.961     0.00197587              0              0              0              0      0.0206375
     6.962     0.00197398              0              0              0              0      0.0206316
     6.963     0.00197209              0              0              0              0      0.0206256
     6.964      0.0019702              0              0              0              0      0.0206197
     6.965     0.00196831              0              0              0              0      0.0206138
     6.966     0.00196643              0              0              0              0      0.0206079
     6.967     0.00196454              0              0              0              0       0.020602
     6.968     0.00196266              0              0              0              0       0.020596
     6.969     0.00196078              0              0              0              0      0.0205901
      6.97      0.0019589              0              0              0              0      0.0205842
     6.971     0.00195703              0              0              0              0      0.0205783
     6.972     0.00195515              0              0              0              0      0.0205724
     6.973     0.00195328              0              0              0              0      0.0205665
     6.974      0.0019514              0              0              0              0      0.0205606
     6.975     0.00194953              0              0              0              0      0.0205547
     6.976     0.00194767              0              0              0              0      0.0205488
     6.977      0.0019458              0              0              0              0      0.0205429
     6.978     0.00194393              0              0              0              0      0.0205371
     6.979     0.00194207              0              0              0              0      0.0205312
      6.98     0.00194021              0              0              0              0      0.0205253
     6.981     0.00193835              0              0              0              0      0.0205194
     6.982     0.00193649              0              0              0              0      0.0205135
     6.983     0.00193463              0              0              0              0      0.0205077
     6.984     0.00193278              0              0              0              0      0.0205018
     6.985     0.00193093              0              0              0              0      0.0204959
     6.986     0.00192907              0              0              0              0        0.02049
     6.987     0.00192722              0              0              0              0      0.0204842
     6.988     0.00192538              0              0              0              0      0.0204783
     6.989     0.00192353              0              0              0              0      0.0204725
      6.99     0.00192169              0              0              0              0      0.0204666
     6.991     0.00191984              0              0              0              0      0.0204607
     6.992       0.001918              0              0              0              0      0.0204549
     6.993     0.00191616              0              0              0              0       0.020449
     6.994     0.00191432              0              0              0              0      0.0204432
     6.995     0.00191249              0              0              0              0      0.0204373
     6.996     0.00191065              0              0              0              0      0.0204315
     6.997     0.00190882              0              0              0              0      0.0204257
     6.998     0.00190699              0              0              0              0      0.0204198
     6.999     0.00190516              0              0              0              0       0.020414
         7     0.00190333              0              0              0              0      0.0204082
     7.001     0.00190151              0              0              0              0      0.0204023
     7.002     0.00189968              0              0              0              0      0.0203965
     7.003     0.00189786              0              0              0              0      0.0203907
     7.004     0.00189604              0              0              0              0      0.0203849
     7.005     0.00189422              0              0              0              0       0.020379
     7.006      0.0018924              0              0              0              0      0.0203732
     7.007     0.00189059              0              0              0              0      0.0203674
     7.008     0.00188877              0              0              0              0      0.0203616
     7.009     0.00188696              0              0              0              0      0.0203558
      7.01     0.00188515              0              0              0              0        0.02035
     7.011     0.00188334              0              0              0              0      0.0203442
     7.012     0.00188153              0              0              0              0      0.0203384
     7.013     0.00187972              0              0              0              0      0.0203326
     7.014     0.00187792              0              0              0              0      0.0203268
     7.015     0.00187612              0              0              0              0       0.020321
     7.016     0.00187432              0              0              0              0      0.0203152
     7.017     0.00187252              0              0              0              0      0.0203094
     7.018     0.00187072              0              0              0              0      0.0203036
     7.019     0.00186892              0              0              0              0      0.0202978
      7.02     0.00186713              0              0              0              0       0.020292
     7.021     0.00186534              0              0              0              0      0.0202863
     7.022     0.00186354              0              0              0              0      0.0202805
     7.023     0.00186176              0              0              0              0      0.0202747
     7.024     0.00185997              0              0              0              0      0.0202689
     7.025     0.00185818              0              0              0              0      0.0202632
     7.026      0.0018564              0              0              0              0      0.0202574
     7.027     0.00185461              0              0              0              0      0.0202516
     7.028     0.00185283              0              0              0              0      0.0202459
     7.029     0.00185105              0              0              0              0      0.0202401
      7.03     0.00184928              0              0              0              0      0.0202344
     7.031      0.0018475              0              0              0              0      0.0202286
     7.032     0.00184572              0              0              0              0      0.0202228
     7.033     0.00184395              0              0              0              0      0.0202171
     7.034     0.00184218              0              0              0              0      0.0202113
     7.035     0.00184041              0              0              0              0      0.0202056
     7.036     0.00183864              0              0              0              0      0.0201999
     7.037     0.00183688              0              0              0              0      0.0201941
     7.038     0.00183511              0              0              0              0      0.0201884
     7.039     0.00183335              0              0              0              0      0.0201826
      7.04     0.00183159              0              0              0              0      0.0201769
     7.041     0.00182983              0              0              0              0      0.0201712
     7.042     0.00182807              0              0              0              0      0.0201655
     7.043     0.00182631              0              0              0              0      0.0201597
     7.044     0.00182456              0              0              0              0       0.020154
     7.045      0.0018228              0              0              0              0      0.0201483
     7.046     0.00182105              0              0              0              0      0.0201426
     7.047      0.0018193              0              0              0              0      0.0201368
     7.048     0.00181755              0              0              0              0      0.0201311
     7.049      0.0018158              0              0              0              0      0.0201254
      7.05     0.00181406              0              0              0              0      0.0201197
     7.051     0.00181231              0              0              0              0       0.020114
     7.052     0.00181057              0              0              0              0      0.0201083
     7.053     0.00180883              0              0              0              0      0.0201026
     7.054     0.00180709              0              0              0              0      0.0200969
     7.055     0.00180536              0              0              0              0      0.0200912
     7.056     0.00180362              0              0              0              0      0.0200855
     7.057     0.00180189              0              0              0              0      0.0200798
     7.058     0.00180015              0              0              0              0      0.0200741
     7.059     0.00179842              0              0              0              0      0.0200684
      7.06     0.00179669              0              0              0              0      0.0200628
     7.061     0.00179496              0              0              0              0      0.0200571
     7.062     0.00179324              0              0              0              0      0.0200514
     7.063     0.00179151              0              0              0              0      0.0200457
     7.064     0.00178979              0              0              0              0        0.02004
     7.065     0.00178807              0              0              0              0      0.0200344
     7.066     0.00178635              0              0              0              0      0.0200287
     7.067     0.00178463              0              0              0              0       0.020023
     7.068     0.00178291              0              0              0              0      0.0200174
     7.069      0.0017812              0              0              0              0      0.0200117
      7.07     0.00177949              0              0              0              0       0.020006
     7.071     0.00177777              0              0              0              0      0.0200004
     7.072     0.00177606              0              0              0              0      0.0199947
     7.073     0.00177435              0              0              0              0      0.0199891
     7.074     0.00177265              0              0              0              0      0.0199834
     7.075     0.00177094              0              0              0              0      0.0199778
     7.076     0.00176924              0              0              0              0      0.0199721
     7.077     0.00176754              0              0              0              0      0.0199665
     7.078     0.00176583              0              0              0              0      0.0199608
     7.079     0.00176414              0              0              0              0      0.0199552
      7.08     0.00176244              0              0              0              0      0.0199496
     7.081     0.00176074              0              0              0              0      0.0199439
     7.082     0.00175905              0              0              0              0      0.0199383
     7.083     0.00175735              0              0              0              0      0.0199327
     7.084     0.00175566              0              0              0              0       0.019927
     7.085     0.00175397              0              0              0              0      0.0199214
     7.086     0.00175228              0              0              0              0      0.0199158
     7.087      0.0017506              0              0              0              0      0.0199102
     7.088     0.00174891              0              0              0              0      0.0199046
     7.089     0.00174723              0              0              0              0      0.0198989
      7.09     0.00174555              0              0              0              0      0.0198933
     7.091     0.00174387              0              0              0              0      0.0198877
     7.092     0.00174219              0              0              0              0      0.0198821
     7.093     0.00174051              0              0              0              0      0.0198765
     7.094     0.00173883              0              0              0              0      0.0198709
     7.095     0.00173716              0              0              0              0      0.0198653
     7.096     0.00173549              0              0              0              0      0.0198597
     7.097     0.00173382              0              0              0              0      0.0198541
     7.098     0.00173215              0              0              0              0      0.0198485
     7.099     0.00173048              0              0              0              0      0.0198429
       7.1     0.00172881              0              0              0              0      0.0198373
     7.101     0.00172715              0              0              0              0      0.0198317
     7.102     0.00172548              0              0              0              0      0.0198262
     7.103     0.00172382              0              0              0              0      0.0198206
     7.104     0.00172216              0              0              0              0       0.019815
     7.105      0.0017205              0              0              0              0      0.0198094
     7.106     0.00171885              0              0              0              0      0.0198038
     7.107     0.00171719              0              0              0              0      0.0197983
     7.108     0.00171554              0              0              0              0      0.0197927
     7.109     0.00171388              0              0              0              0      0.0197871
      7.11     0.00171223              0              0              0              0      0.0197816
     7.111     0.00171058              0              0              0              0       0.019776
     7.112     0.00170893              0              0              0              0      0.0197704
     7.113     0.00170729              0              0              0              0      0.0197649
     7.114     0.00170564              0              0              0              0      0.0197593
     7.115       0.001704              0              0              0              0      0.0197538
     7.116     0.00170236              0              0              0              0      0.0197482
     7.117     0.00170072              0              0              0              0      0.0197427
     7.118     0.00169908              0              0              0              0      0.0197371
     7.119     0.00169744              0              0              0              0      0.0197316
      7.12      0.0016958              0              0              0              0       0.019726
     7.121     0.00169417              0              0              0              0      0.0197205
     7.122     0.00169254              0              0              0              0       0.019715
     7.123     0.00169091              0              0              0              0      0.0197094
     7.124     0.00168928              0              0              0              0      0.0197039
     7.125     0.00168765              0              0              0              0      0.0196984
     7.126     0.00168602              0              0              0              0      0.0196928
     7.127      0.0016844              0              0              0              0      0.0196873
     7.128     0.00168277              0              0              0              0      0.0196818
     7.129     0.00168115              0              0              0              0      0.0196763
      7.13     0.00167953              0              0              0              0      0.0196708
     7.131     0.00167791              0              0              0              0      0.0196652
     7.132     0.00167629              0              0              0              0      0.0196597
     7.133     0.00167467              0              0              0              0      0.0196542
     7.134     0.00167306              0              0              0              0      0.0196487
     7.135     0.00167145              0              0              0              0      0.0196432
     7.136     0.00166984              0              0              0              0      0.0196377
     7.137     0.00166822              0              0              0              0      0.0196322
     7.138     0.00166662              0              0              0              0      0.0196267
     7.139     0.00166501              0              0              0              0      0.0196212
      7.14      0.0016634              0              0              0              0      0.0196157
     7.141      0.0016618              0              0              0              0      0.0196102
     7.142      0.0016602              0              0              0              0      0.0196047
     7.143     0.00165859              0              0              0              0      0.0195992
     7.144     0.00165699              0              0              0              0      0.0195937
     7.145      0.0016554              0              0              0              0      0.0195882
     7.146      0.0016538              0              0              0              0      0.0195828
     7.147      0.0016522              0              0              0              0      0.0195773
     7.148     0.00165061              0              0              0              0      0.0195718
     7.149     0.00164902              0              0              0              0      0.0195663
      7.15     0.00164743              0              0              0              0      0.0195609
     7.151     0.00164584              0              0              0              0      0.0195554
     7.152     0.00164425              0              0              0              0      0.0195499
     7.153     0.00164266              0              0              0              0      0.0195445
     7.154     0.00164108              0              0              0              0       0.019539
     7.155     0.00163949              0              0              0              0      0.0195335
     7.156     0.00163791              0              0              0              0      0.0195281
     7.157     0.00163633              0              0              0              0      0.0195226
     7.158     0.00163475              0              0              0              0      0.0195172
     7.159     0.00163318              0              0              0              0      0.0195117
      7.16      0.0016316              0              0              0              0      0.0195063
     7.161     0.00163002              0              0              0              0      0.0195008
     7.162     0.00162845              0              0              0              0      0.0194954
     7.163     0.00162688              0              0              0              0      0.0194899
     7.164     0.00162531              0              0              0              0      0.0194845
     7.165     0.00162374              0              0              0              0       0.019479
     7.166     0.00162217              0              0              0              0      0.0194736
     7.167     0.00162061              0              0              0              0      0.0194682
     7.168     0.00161904              0              0              0              0      0.0194627
     7.169     0.00161748              0              0              0              0      0.0194573
      7.17     0.00161592              0              0              0              0      0.0194519
     7.171     0.00161436              0              0              0              0      0.0194465
     7.172      0.0016128              0              0              0              0       0.019441
     7.173     0.00161124              0              0              0              0      0.0194356
     7.174     0.00160969              0              0              0              0      0.0194302
     7.175     0.00160813              0              0              0              0      0.0194248
     7.176     0.00160658              0              0              0              0      0.0194194
     7.177     0.00160503              0              0              0              0       0.019414
     7.178     0.00160348              0              0              0              0      0.0194086
     7.179     0.00160193              0              0              0              0      0.0194031
      7.18     0.00160038              0              0              0              0      0.0193977
     7.181     0.00159884              0              0              0              0      0.0193923
     7.182     0.00159729              0              0              0              0      0.0193869
     7.183     0.00159575              0              0              0              0      0.0193815
     7.184     0.00159421              0              0              0              0      0.0193761
     7.185     0.00159267              0              0              0              0      0.0193708
     7.186     0.00159113              0              0              0              0      0.0193654
     7.187     0.00158959              0              0              0              0        0.01936
     7.188     0.00158806              0              0              0              0      0.0193546
     7.189     0.00158652              0              0              0              0      0.0193492
      7.19     0.00158499              0              0              0              0      0.0193438
     7.191     0.00158346              0              0              0              0      0.0193384
     7.192     0.00158193              0              0              0              0      0.0193331
     7.193      0.0015804              0              0              0              0      0.0193277
     7.194     0.00157887              0              0              0              0      0.0193223
     7.195     0.00157735              0              0              0              0      0.0193169
     7.196     0.00157582              0              0              0              0      0.0193116
     7.197      0.0015743              0              0              0              0      0.0193062
     7.198     0.00157278              0              0              0              0      0.0193008
     7.199     0.00157126              0              0              0              0      0.0192955
       7.2     0.00156974              0              0              0              0      0.0192901
     7.201     0.00156822              0              0              0              0      0.0192848
     7.202     0.00156671              0              0              0              0      0.0192794
     7.203     0.00156519              0              0              0              0      0.0192741
     7.204     0.00156368              0              0              0              0      0.0192687
     7.205     0.00156217              0              0              0              0      0.0192634
     7.206     0.00156066              0              0              0              0       0.019258
     7.207     0.00155915              0              0              0              0      0.0192527
     7.208     0.00155764              0              0              0              0      0.0192473
     7.209     0.00155614              0              0              0              0       0.019242
      7.21     0.00155463              0              0              0              0      0.0192367
     7.211     0.00155313              0              0              0              0      0.0192313
     7.212     0.00155163              0              0              0              0       0.019226
     7.213     0.00155013              0              0              0              0      0.0192207
     7.214     0.00154863              0              0              0              0      0.0192153
     7.215     0.00154713              0              0              0              0        0.01921
     7.216     0.00154564              0              0              0              0      0.0192047
     7.217     0.00154414              0              0              0              0      0.0191994
     7.218     0.00154265              0              0              0              0       0.019194
     7.219     0.00154116              0              0              0              0      0.0191887
      7.22     0.00153967              0              0              0              0      0.0191834
     7.221     0.00153818              0              0              0              0      0.0191781
     7.222     0.00153669              0              0              0              0      0.0191728
     7.223     0.00153521              0              0              0              0      0.0191675
     7.224     0.00153372              0              0              0              0      0.0191622
     7.225     0.00153224              0              0              0              0      0.0191569
     7.226     0.00153076              0              0              0              0      0.0191516
     7.227     0.00152927              0              0              0              0      0.0191463
     7.228      0.0015278              0              0              0              0       0.019141
     7.229     0.00152632              0              0              0              0      0.0191357
      7.23     0.00152484              0              0              0              0      0.0191304
     7.231     0.00152337              0              0              0              0      0.0191251
     7.232     0.00152189              0              0              0              0      0.0191198
     7.233     0.00152042              0              0              0              0      0.0191145
     7.234     0.00151895              0              0              0              0      0.0191092
     7.235     0.00151748              0              0              0              0      0.0191039
     7.236     0.00151601              0              0              0              0      0.0190987
     7.237     0.00151454              0              0              0              0      0.0190934
     7.238     0.00151308              0              0              0              0      0.0190881
     7.239     0.00151161              0              0              0              0      0.0190828
      7.24     0.00151015              0              0              0              0      0.0190776
     7.241     0.00150869              0              0              0              0      0.0190723
     7.242     0.00150723              0              0              0              0       0.019067
     7.243     0.00150577              0              0              0              0      0.0190618
     7.244     0.00150431              0              0              0              0      0.0190565
     7.245     0.00150286              0              0              0              0      0.0190512
     7.246      0.0015014              0              0              0              0       0.019046
     7.247     0.00149995              0              0              0              0      0.0190407
     7.248      0.0014985              0              0              0              0      0.0190355
     7.249     0.00149705              0              0              0              0      0.0190302
      7.25      0.0014956              0              0              0              0       0.019025
     7.251     0.00149415              0              0              0              0      0.0190197
     7.252     0.00149271              0              0              0              0      0.0190145
     7.253     0.00149126              0              0              0              0      0.0190092
     7.254     0.00148982              0              0              0              0       0.019004
     7.255     0.00148837              0              0              0              0      0.0189988
     7.256     0.00148693              0              0              0              0      0.0189935
     7.257     0.00148549              0              0              0              0      0.0189883
     7.258     0.00148406              0              0              0              0      0.0189831
     7.259     0.00148262              0              0              0              0      0.0189778
      7.26     0.00148118              0              0              0              0      0.0189726
     7.261     0.00147975              0              0              0              0      0.0189674
     7.262     0.00147832              0              0              0              0      0.0189621
     7.263     0.00147688              0              0              0              0      0.0189569
     7.264     0.00147545              0              0              0              0      0.0189517
     7.265     0.00147403              0              0              0              0      0.0189465
     7.266      0.0014726              0              0              0              0      0.0189413
     7.267     0.00147117              0              0              0              0      0.0189361
     7.268     0.00146975              0              0              0              0      0.0189309
     7.269     0.00146832              0              0              0              0      0.0189256
      7.27      0.0014669              0              0              0              0      0.0189204
     7.271     0.00146548              0              0              0              0      0.0189152
     7.272     0.00146406              0              0              0              0        0.01891
     7.273     0.00146264              0              0              0              0      0.0189048
     7.274     0.00146123              0              0              0              0      0.0188996
     7.275     0.00145981              0              0              0              0      0.0188944
     7.276      0.0014584              0              0              0              0      0.0188892
     7.277     0.00145698              0              0              0              0      0.0188841
     7.278     0.00145557              0              0              0              0      0.0188789
     7.279     0.00145416              0              0              0              0      0.0188737
      7.28     0.00145275              0              0              0              0      0.0188685
     7.281     0.00145135              0              0              0              0      0.0188633
     7.282     0.00144994              0              0              0              0      0.0188581
     7.283     0.00144853              0              0              0              0       0.018853
     7.284     0.00144713              0              0              0              0      0.0188478
     7.285     0.00144573              0              0              0              0      0.0188426
     7.286     0.00144433              0              0              0              0      0.0188374
     7.287     0.00144293              0              0              0              0      0.0188323
     7.288     0.00144153              0              0              0              0      0.0188271
     7.289     0.00144013              0              0              0              0      0.0188219
      7.29     0.00143874              0              0              0              0      0.0188168
     7.291     0.00143734              0              0              0              0      0.0188116
     7.292     0.00143595              0              0              0              0      0.0188064
     7.293     0.00143456              0              0              0              0      0.0188013
     7.294     0.00143317              0              0              0              0      0.0187961
     7.295     0.00143178              0              0              0              0       0.018791
     7.296     0.00143039              0              0              0              0      0.0187858
     7.297       0.001429              0              0              0              0      0.0187807
     7.298     0.00142762              0              0              0              0      0.0187755
     7.299     0.00142623              0              0              0              0      0.0187704
       7.3     0.00142485              0              0              0              0      0.0187652
     7.301     0.00142347              0              0              0              0      0.0187601
     7.302     0.00142209              0              0              0              0       0.018755
     7.303     0.00142071              0              0              0              0      0.0187498
     7.304     0.00141933              0              0              0              0      0.0187447
     7.305     0.00141796              0              0              0              0      0.0187396
     7.306     0.00141658              0              0              0              0      0.0187344
     7.307     0.00141521              0              0              0              0      0.0187293
     7.308     0.00141384              0              0              0              0      0.0187242
     7.309     0.00141247              0              0              0              0      0.0187191
      7.31      0.0014111              0              0              0              0      0.0187139
     7.311     0.00140973              0              0              0              0      0.0187088
     7.312     0.00140836              0              0              0              0      0.0187037
     7.313     0.00140699              0              0              0              0      0.0186986
     7.314     0.00140563              0              0              0              0      0.0186935
     7.315     0.00140427              0              0              0              0      0.0186884
     7.316      0.0014029              0              0              0              0      0.0186833
     7.317     0.00140154              0              0              0              0      0.0186782
     7.318     0.00140018              0              0              0              0       0.018673
     7.319     0.00139883              0              0              0              0      0.0186679
      7.32     0.00139747              0              0              0              0      0.0186628
     7.321     0.00139611              0              0              0              0      0.0186577
     7.322     0.00139476              0              0              0              0      0.0186527
     7.323     0.00139341              0              0              0              0      0.0186476
     7.324     0.00139205              0              0              0              0      0.0186425
     7.325      0.0013907              0              0              0              0      0.0186374
     7.326     0.00138935              0              0              0              0      0.0186323
     7.327     0.00138801              0              0              0              0      0.0186272
     7.328     0.00138666              0              0              0              0      0.0186221
     7.329     0.00138531              0              0              0              0       0.018617
      7.33     0.00138397              0              0              0              0       0.018612
     7.331     0.00138263              0              0              0              0      0.0186069
     7.332     0.00138129              0              0              0              0      0.0186018
     7.333     0.00137994              0              0              0              0      0.0185967
     7.334     0.00137861              0              0              0              0      0.0185917
     7.335     0.00137727              0              0              0              0      0.0185866
     7.336     0.00137593              0              0              0              0      0.0185815
     7.337      0.0013746              0              0              0              0      0.0185765
     7.338     0.00137326              0              0              0              0      0.0185714
     7.339     0.00137193              0              0              0              0      0.0185663
      7.34      0.0013706              0              0              0              0      0.0185613
     7.341     0.00136927              0              0              0              0      0.0185562
     7.342     0.00136794              0              0              0              0      0.0185512
     7.343     0.00136661              0              0              0              0      0.0185461
     7.344     0.00136528              0              0              0              0      0.0185411
     7.345     0.00136396              0              0              0              0       0.018536
     7.346     0.00136263              0              0              0              0       0.018531
